"x","y","n","distinct sides","Elapsed Time (ms)"
640,7808,30,57,1842
640,7936,30,60,2174
640,8064,30,60,2327
640,8192,30,59,1806
768,128,30,55,17
768,256,30,55,34
768,384,30,58,52
768,512,30,58,61
768,640,30,53,45
768,768,30,57,58
768,896,30,56,90
768,1024,30,56,105
768,1152,30,57,135
768,1280,30,56,139
768,1408,30,55,186
768,1536,30,59,215
768,1664,30,58,207
768,1792,30,59,243
768,1920,30,59,323
768,2048,30,60,323
768,2176,30,60,275
768,2304,30,59,343
768,2432,30,58,468
768,2560,30,58,548
768,2688,30,59,546
768,2816,30,60,546
768,2944,30,60,692
768,3072,30,54,651
768,3200,30,60,272
768,3328,30,59,386
768,3456,30,59,576
768,3584,30,58,934
768,3712,30,59,855
768,3840,30,60,985
768,3968,30,59,1147
768,4096,30,58,727
768,4224,30,58,1234
768,4352,30,60,1243
768,4480,30,59,1291
768,4608,30,59,1320
768,4736,30,60,889
768,4864,30,58,1243
768,4992,30,60,1498
768,5120,30,57,1471
768,5248,30,60,1498
768,5376,30,59,1208
768,5504,30,59,1460
768,5632,30,58,1364
768,5760,30,59,1719
768,5888,30,60,1734
768,6016,30,60,1759
768,6144,30,59,2064
768,6272,30,60,1053
768,6400,30,59,2091
768,6528,30,60,1897
768,6656,30,59,1993
768,6784,30,60,1991
768,6912,30,57,1745
768,7040,30,59,2177
768,7168,30,57,2129
768,7296,30,60,1861
768,7424,30,59,2300
768,7552,30,60,1668
768,7680,30,60,2495
768,7808,30,59,2280
768,7936,30,59,1082
768,8064,30,60,2668
768,8192,30,59,2174
896,128,30,55,19
896,256,30,55,38
896,384,30,59,58
896,512,30,59,54
896,640,30,60,56
896,768,30,58,71
896,896,30,59,57
896,1024,30,59,78
896,1152,30,59,111
896,1280,30,60,102
896,1408,30,60,252
896,1536,30,60,269
896,1664,30,59,316
896,1792,30,59,302
896,1920,30,59,312
896,2048,30,60,383
896,2176,30,57,423
896,2304,30,59,531
896,2432,30,60,600
896,2560,30,59,533
896,2688,30,60,712
896,2816,30,59,635
896,2944,30,58,830
896,3072,30,59,865
896,3200,30,59,989
896,3328,30,58,1013
896,3456,30,58,870
896,3584,30,59,1086
896,3712,30,60,1009
896,3840,30,59,1253
896,3968,30,60,1208
896,4096,30,59,1132
896,4224,30,59,1501
896,4352,30,59,1362
896,4480,30,59,1216
896,4608,30,60,1525
896,4736,30,60,1620
896,4864,30,60,1654
896,4992,30,60,1634
896,5120,30,58,1634
896,5248,30,60,1794
896,5376,30,59,1728
896,5504,30,59,1893
896,5632,30,59,1902
896,5760,30,58,1223
896,5888,30,60,1149
896,6016,30,59,2198
896,6144,30,60,2341
896,6272,30,59,2158
896,6400,30,59,1300
896,6528,30,58,2197
896,6656,30,59,2275
896,6784,30,57,2146
896,6912,30,59,2620
896,7040,30,60,2333
896,7168,30,58,2774
896,7296,30,60,1621
896,7424,30,60,2485
896,7552,30,58,2631
896,7680,30,59,2318
896,7808,30,59,2591
896,7936,30,60,2992
896,8064,30,60,2316
896,8192,30,60,3181
1024,128,30,55,24
1024,256,30,55,49
1024,384,30,56,74
1024,512,30,57,94
1024,640,30,58,107
1024,768,30,55,126
1024,896,30,57,125
1024,1024,30,56,114
1024,1152,30,58,160
1024,1280,30,59,172
1024,1408,30,59,233
1024,1536,30,59,272
1024,1664,30,57,268
1024,1792,30,58,411
1024,1920,30,58,329
1024,2048,30,58,429
1024,2176,30,59,573
1024,2304,30,59,687
1024,2432,30,60,556
1024,2560,30,59,599
1024,2688,30,59,869
1024,2816,30,59,912
1024,2944,30,59,935
1024,3072,30,60,1027
1024,3200,30,58,973
1024,3328,30,60,1141
1024,3456,30,60,728
1024,3584,30,59,1134
1024,3712,30,60,1299
1024,3840,30,60,1489
1024,3968,30,60,1387
1024,4096,30,60,1604
1024,4224,30,60,1812
1024,4352,30,59,1764
1024,4480,30,58,1679
1024,4608,30,60,1496
1024,4736,30,60,1442
1024,4864,30,60,1939
1024,4992,30,57,2000
1024,5120,30,59,2084
1024,5248,30,60,1457
1024,5376,30,60,2433
1024,5504,30,59,2241
1024,5632,30,60,2256
1024,5760,30,60,2145
1024,5888,30,59,2347
1024,6016,30,59,2366
1024,6144,30,58,2213
1024,6272,30,59,2758
1024,6400,30,60,3302
1024,6528,30,59,3182
1024,6656,30,60,2723
1024,6784,30,60,3105
1024,6912,30,56,3474
1024,7040,30,60,2619
1024,7168,30,58,3305
1024,7296,30,60,2849
1024,7424,30,57,3277
1024,7552,30,60,3817
1024,7680,30,60,4133
1024,7808,30,59,3104
1024,7936,30,60,3755
1024,8064,30,59,2486
1024,8192,30,58,3100
1152,128,30,56,30
1152,256,30,57,59
1152,384,30,59,91
1152,512,30,59,96
1152,640,30,58,133
1152,768,30,59,152
1152,896,30,58,130
1152,1024,30,58,171
1152,1152,30,56,137
1152,1280,30,60,197
1152,1408,30,60,244
1152,1536,30,60,311
1152,1664,30,58,327
1152,1792,30,59,441
1152,1920,30,59,485
1152,2048,30,60,570
1152,2176,30,58,490
1152,2304,30,59,487
1152,2432,30,59,581
1152,2560,30,58,694
1152,2688,30,59,784
1152,2816,30,58,496
1152,2944,30,60,1042
1152,3072,30,59,1187
1152,3200,30,58,1214
1152,3328,30,56,1305
1152,3456,30,59,1332
1152,3584,30,59,1624
1152,3712,30,60,1508
1152,3840,30,60,2019
1152,3968,30,59,1935
1152,4096,30,60,1969
1152,4224,30,60,1890
1152,4352,30,60,2241
1152,4480,30,60,1747
1152,4608,30,58,2312
1152,4736,30,59,2163
1152,4864,30,59,1883
1152,4992,30,59,2291
1152,5120,30,58,2326
1152,5248,30,60,2797
1152,5376,30,59,2817
1152,5504,30,60,2790
1152,5632,30,59,2793
1152,5760,30,59,2119
1152,5888,30,59,2796
1152,6016,30,60,3384
1152,6144,30,60,2380
1152,6272,30,58,2705
1152,6400,30,58,3433
1152,6528,30,59,2789
1152,6656,30,60,3424
1152,6784,30,60,3895
1152,6912,30,59,3194
1152,7040,30,58,3349
1152,7168,30,60,3510
1152,7296,30,58,3517
1152,7424,30,60,4297
1152,7552,30,60,4003
1152,7680,30,59,4207
1152,7808,30,60,3857
1152,7936,30,60,3857
1152,8064,30,59,3550
1152,8192,30,60,3625
1280,128,30,55,28
1280,256,30,57,58
1280,384,30,58,99
1280,512,30,58,155
1280,640,30,58,174
1280,768,30,59,202
1280,896,30,60,249
1280,1024,30,59,250
1280,1152,30,59,230
1280,1280,30,59,208
1280,1408,30,58,244
1280,1536,30,59,289
1280,1664,30,59,285
1280,1792,30,60,313
1280,1920,30,59,478
1280,2048,30,57,492
1280,2176,30,59,434
1280,2304,30,57,712
1280,2432,30,60,798
1280,2560,30,57,694
1280,2688,30,60,994
1280,2816,30,58,770
1280,2944,30,60,1228
1280,3072,30,59,1067
1280,3200,30,59,1393
1280,3328,30,60,1102
1280,3456,30,60,1435
1280,3584,30,59,1110
1280,3712,30,59,1478
1280,3840,30,59,929
1280,3968,30,60,1868
1280,4096,30,59,1408
1280,4224,30,60,1822
1280,4352,30,60,1614
1280,4480,30,59,1788
1280,4608,30,59,2535
1280,4736,30,58,2214
1280,4864,30,60,2716
1280,4992,30,59,2668
1280,5120,30,60,2544
1280,5248,30,59,2238
1280,5376,30,59,1887
1280,5504,30,59,2471
1280,5632,30,60,2095
1280,5760,30,60,1515
1280,5888,30,59,2940
1280,6016,30,60,3316
1280,6144,30,59,2747
1280,6272,30,59,2322
1280,6400,30,60,3587
1280,6528,30,60,2987
1280,6656,30,60,3157
1280,6784,30,60,3752
1280,6912,30,60,3916
1280,7040,30,60,3703
1280,7168,30,60,2396
1280,7296,30,58,4134
1280,7424,30,60,3814
1280,7552,30,60,4199
1280,7680,30,59,4101
1280,7808,30,60,3478
1280,7936,30,60,4127
1280,8064,30,60,3969
1280,8192,30,60,5300
1408,128,30,55,32
1408,256,30,58,69
1408,384,30,55,101
1408,512,30,60,153
1408,640,30,58,125
1408,768,30,57,102
1408,896,30,59,263
1408,1024,30,59,296
1408,1152,30,60,291
1408,1280,30,59,130
1408,1408,30,59,212
1408,1536,30,60,293
1408,1664,30,60,364
1408,1792,30,60,367
1408,1920,30,60,481
1408,2048,30,60,570
1408,2176,30,59,706
1408,2304,30,59,865
1408,2432,30,60,697
1408,2560,30,59,896
1408,2688,30,58,1124
1408,2816,30,59,1169
1408,2944,30,60,787
1408,3072,30,60,718
1408,3200,30,59,1231
1408,3328,30,60,1467
1408,3456,30,60,2037
1408,3584,30,60,1786
1408,3712,30,59,1411
1408,3840,30,60,1940
1408,3968,30,60,2368
1408,4096,30,60,1476
1408,4224,30,60,1844
1408,4352,30,60,2711
1408,4480,30,59,2434
1408,4608,30,58,2424
1408,4736,30,60,2798
1408,4864,30,60,2707
1408,4992,30,60,2939
1408,5120,30,59,2039
1408,5248,30,60,1585
1408,5376,30,60,3327
1408,5504,30,60,3078
1408,5632,30,60,3288
1408,5760,30,60,3717
1408,5888,30,59,2359
1408,6016,30,60,2364
1408,6144,30,59,3812
1408,6272,30,59,4091
1408,6400,30,60,3311
1408,6528,30,60,4514
1408,6656,30,60,3704
1408,6784,30,59,4728
1408,6912,30,59,4149
1408,7040,30,60,4098
1408,7168,30,60,4994
1408,7296,30,60,4853
1408,7424,30,59,4228
1408,7552,30,59,3796
1408,7680,30,59,2872
1408,7808,30,60,4638
1408,7936,30,60,3661
1408,8064,30,60,3261
1408,8192,30,59,4494
1536,128,30,51,34
1536,256,30,57,84
1536,384,30,57,122
1536,512,30,58,167
1536,640,30,60,161
1536,768,30,58,215
1536,896,30,60,297
1536,1024,30,60,365
1536,1152,30,60,430
1536,1280,30,59,423
1536,1408,30,58,363
1536,1536,30,59,283
1536,1664,30,58,380
1536,1792,30,59,480
1536,1920,30,57,517
1536,2048,30,60,339
1536,2176,30,58,403
1536,2304,30,60,835
1536,2432,30,58,568
1536,2560,30,59,889
1536,2688,30,60,1173
1536,2816,30,60,1077
1536,2944,30,59,1464
1536,3072,30,59,1157
1536,3200,30,60,1423
1536,3328,30,59,1280
1536,3456,30,60,2158
1536,3584,30,59,1922
1536,3712,30,60,1562
1536,3840,30,60,2052
1536,3968,30,60,2184
1536,4096,30,59,1821
1536,4224,30,60,2590
1536,4352,30,59,2570
1536,4480,30,60,2862
1536,4608,30,60,2733
1536,4736,30,60,2717
1536,4864,30,60,1870
1536,4992,30,60,2486
1536,5120,30,59,2806
1536,5248,30,59,3656
1536,5376,30,59,3173
1536,5504,30,58,3283
1536,5632,30,60,3695
1536,5760,30,60,4289
1536,5888,30,60,3948
1536,6016,30,59,3601
1536,6144,30,60,3013
1536,6272,30,60,3966
1536,6400,30,60,3574
1536,6528,30,60,4526
1536,6656,30,60,4533
1536,6784,30,60,5134
1536,6912,30,59,5231
1536,7040,30,60,4831
1536,7168,30,59,4891
1536,7296,30,59,5447
1536,7424,30,60,5457
1536,7552,30,60,3722
1536,7680,30,60,4633
1536,7808,30,59,6311
1536,7936,30,59,5917
1536,8064,30,59,5144
1536,8192,30,60,6259
1664,128,30,58,45
1664,256,30,60,97
1664,384,30,57,153
1664,512,30,59,197
1664,640,30,58,271
1664,768,30,60,232
1664,896,30,59,377
1664,1024,30,57,197
1664,1152,30,59,169
1664,1280,30,60,236
1664,1408,30,60,390
1664,1536,30,59,293
1664,1664,30,60,270
1664,1792,30,60,374
1664,1920,30,60,515
1664,2048,30,58,595
1664,2176,30,59,578
1664,2304,30,60,554
1664,2432,30,59,876
1664,2560,30,58,985
1664,2688,30,59,1063
1664,2816,30,59,1030
1664,2944,30,59,1195
1664,3072,30,60,1497
1664,3200,30,60,1704
1664,3328,30,58,1813
1664,3456,30,60,1268
1664,3584,30,58,1698
1664,3712,30,60,1717
1664,3840,30,59,1914
1664,3968,30,60,1816
1664,4096,30,60,2364
1664,4224,30,60,2137
1664,4352,30,60,2132
1664,4480,30,60,2249
1664,4608,30,60,2563
1664,4736,30,60,3001
1664,4864,30,60,2740
1664,4992,30,60,3204
1664,5120,30,59,3449
1664,5248,30,60,4150
1664,5376,30,57,3325
1664,5504,30,59,3263
1664,5632,30,60,4769
1664,5760,30,60,4644
1664,5888,30,60,1575
1664,6016,30,60,4535
1664,6144,30,59,5106
1664,6272,30,59,4254
1664,6400,30,60,3466
1664,6528,30,60,4518
1664,6656,30,60,4379
1664,6784,30,60,4441
1664,6912,30,60,5250
1664,7040,30,60,5075
1664,7168,30,60,5386
1664,7296,30,60,5528
1664,7424,30,59,5264
1664,7552,30,60,4945
1664,7680,30,60,6302
1664,7808,30,60,6262
1664,7936,30,60,7096
1664,8064,30,59,6180
1664,8192,30,59,7028
1792,128,30,56,45
1792,256,30,57,89
1792,384,30,57,132
1792,512,30,60,182
1792,640,30,59,190
1792,768,30,60,296
1792,896,30,58,310
1792,1024,30,59,533
1792,1152,30,58,579
1792,1280,30,57,523
1792,1408,30,57,556
1792,1536,30,56,360
1792,1664,30,59,463
1792,1792,30,59,324
1792,1920,30,59,452
1792,2048,30,58,595
1792,2176,30,58,397
1792,2304,30,60,502
1792,2432,30,58,787
1792,2560,30,58,932
1792,2688,30,58,1169
1792,2816,30,59,1335
1792,2944,30,59,1483
1792,3072,30,60,1688
1792,3200,30,59,1632
1792,3328,30,59,1866
1792,3456,30,60,2053
1792,3584,30,60,2470
1792,3712,30,60,2517
1792,3840,30,58,2677
1792,3968,30,60,2210
1792,4096,30,60,2567
1792,4224,30,60,2650
1792,4352,30,60,2115
1792,4480,30,59,2898
1792,4608,30,59,2916
1792,4736,30,60,2501
1792,4864,30,60,3165
1792,4992,30,60,1798
1792,5120,30,60,3683
1792,5248,30,59,3646
1792,5376,30,57,3449
1792,5504,30,60,3105
1792,5632,30,57,4124
1792,5760,30,60,4093
1792,5888,30,57,4427
1792,6016,30,59,4866
